user_cid	business_cid	review_cid	stars
1612	889	379	5.0
1808	2026	380	5.0
499	1940	381	4.0
1619	546	382	3.0
1042	320	383	4.0
1587	1499	384	3.0
1092	882	385	5.0
1992	2215	386	3.0
2865	355	387	5.0
1929	1730	388	4.0
1534	717	389	4.0
2557	2129	390	5.0
2503	209	391	5.0
2877	948	392	5.0
2052	1139	393	3.0
2470	1382	394	3.0
2895	2067	395	4.0
2211	1746	396	1.0
1756	1941	397	4.0
1848	1522	398	4.0
906	1328	399	4.0
2900	166	400	5.0
1731	1452	401	4.0
816	43	402	5.0
1882	602	403	2.0
2841	713	404	2.0
3153	958	405	5.0
254	1286	406	2.0
1242	1057	407	4.0
604	270	408	5.0
1931	895	409	4.0
2216	1938	410	1.0
1485	911	411	3.0
1753	112	412	4.0
3095	271	413	5.0
1379	715	414	5.0
151	1581	415	5.0
3700	449	416	4.0
460	2037	417	4.0
127	512	418	2.0
1006	1599	419	4.0
972	1334	420	4.0
2430	1938	421	4.0
1292	264	422	5.0
4270	1916	423	5.0
867	670	424	2.0
3666	144	425	5.0
437	1640	426	4.0
80	2115	427	4.0
1507	659	428	5.0
673	566	429	5.0
434	1422	430	3.0
2507	1812	431	5.0
76	1998	432	4.0
1967	197	433	4.0
3380	2113	434	3.0
314	1951	435	3.0
1261	2030	436	5.0
306	1218	437	4.0
2157	1509	438	3.0
2312	5	439	3.0
2572	1365	440	5.0
1416	1182	441	5.0
3750	1509	442	4.0
2157	519	443	3.0
1324	820	444	5.0
2420	1976	445	5.0
1807	371	446	5.0
4136	1920	447	4.0
532	344	448	5.0
4041	712	449	5.0
592	433	450	4.0
660	2093	451	5.0
3627	1006	452	5.0
3188	239	453	1.0
662	55	454	1.0
1912	2085	455	4.0
1784	519	456	1.0
1646	68	457	4.0
1069	1771	458	5.0
2903	879	459	3.0
1871	2110	460	4.0
2077	1095	461	5.0
2583	51	462	5.0
3430	205	463	4.0
3292	77	464	4.0
1883	715	465	3.0
4127	45	466	4.0
2670	723	467	4.0
4117	526	468	5.0
3428	1850	469	3.0
1259	1194	470	3.0
1120	218	471	2.0
149	1090	472	5.0
3495	915	473	2.0
3721	2107	474	4.0
3393	1759	475	4.0
3289	2177	476	5.0
3688	1034	477	2.0
4109	1603	478	5.0
2172	1766	479	3.0
4255	1504	480	3.0
4022	2030	481	5.0
737	782	482	1.0
1642	2151	483	2.0
3094	1185	484	4.0
3036	288	485	3.0
2611	1381	486	4.0
1378	363	487	3.0
1981	700	488	4.0
257	1709	489	1.0
342	426	490	1.0
2407	1807	491	2.0
3727	342	492	4.0
1291	15	493	3.0
673	2090	494	4.0
1092	1183	495	4.0
3664	1875	496	4.0
3094	1763	497	5.0
4254	546	498	4.0
105	1819	499	5.0
1287	185	500	3.0
4173	1171	501	3.0
4251	2056	502	4.0
1705	1960	503	3.0
3014	1884	504	4.0
2641	1976	505	5.0
701	1586	506	1.0
547	569	507	4.0
1001	1533	508	4.0
2762	1663	509	5.0
3219	117	510	5.0
1749	1060	511	5.0
2286	1284	512	5.0
1485	1916	513	5.0
174	1018	514	5.0
325	836	515	5.0
1915	1018	516	2.0
2046	435	517	5.0
1306	1483	518	2.0
2100	1599	519	2.0
3635	407	520	5.0
1414	621	521	4.0
2334	1041	522	4.0
3552	1245	523	5.0
257	665	524	3.0
1070	185	525	2.0
3725	1786	526	1.0
3650	698	527	4.0
2479	887	528	4.0
459	473	529	4.0
650	596	530	5.0
3449	321	531	3.0
3729	424	532	4.0
819	50	533	4.0
4294	386	534	4.0
2648	1250	535	4.0
2853	1054	536	1.0
2858	1952	537	1.0
1445	1015	538	4.0
4232	996	539	5.0
975	2092	540	4.0
2157	1407	541	3.0
3645	2129	542	5.0
2643	1183	543	1.0
2579	1060	544	5.0
4155	70	545	3.0
796	1118	546	4.0
547	1532	547	5.0
78	1881	548	5.0
3644	1200	549	3.0
861	707	550	4.0
3756	12	551	4.0
3053	1373	552	4.0
1202	302	553	4.0
3545	1204	554	5.0
776	1396	555	4.0
1276	759	556	5.0
460	904	557	4.0
3055	1243	558	5.0
572	607	559	5.0
3745	1384	560	5.0
1958	1145	561	1.0
1341	716	562	3.0
2534	533	563	5.0
2512	1373	564	5.0
4199	1255	565	5.0
297	1594	566	3.0
2547	1054	567	4.0
3555	749	568	4.0
3059	1187	569	4.0
157	1142	570	4.0
3796	1665	571	5.0
1405	1047	572	4.0
1470	1680	573	4.0
2827	2052	574	2.0
1831	1871	575	3.0
3049	1373	576	5.0
4176	338	577	3.0
1291	1777	578	4.0
2903	1744	579	5.0
1886	566	580	4.0
3410	1732	581	3.0
2937	1608	582	4.0
1687	1820	583	5.0
919	2084	584	5.0
1371	1142	585	3.0
1986	1522	586	5.0
632	1599	587	5.0
835	1547	588	4.0
970	120	589	4.0
4020	1588	590	5.0
4257	145	591	1.0
3585	1912	592	3.0
3473	2002	593	3.0
4211	28	594	4.0
2098	1612	595	4.0
931	2208	596	5.0
108	1553	597	2.0
4297	1672	598	4.0
4253	1129	599	3.0
3637	553	600	2.0
975	1505	601	3.0
3980	2131	602	1.0
1383	1913	603	5.0
2671	51	604	5.0
544	1580	605	3.0
735	1915	606	4.0
272	399	607	5.0
3895	2111	608	4.0
2851	467	609	4.0
3190	193	610	3.0
1082	1807	611	5.0
2085	1910	612	4.0
2293	1152	613	4.0
1669	1062	614	5.0
3140	784	615	2.0
2003	2078	616	4.0
3967	673	617	3.0
984	788	618	4.0
2103	36	619	5.0
4120	934	620	2.0
374	1802	621	4.0
2203	2064	622	5.0
2938	1495	623	4.0
349	1310	624	3.0
2588	1615	625	5.0
3777	1218	626	4.0
3235	1064	627	5.0
1773	546	628	5.0
3926	2177	629	4.0
597	1146	630	5.0
3139	1409	631	3.0
2199	1539	632	5.0
1955	1457	633	3.0
2041	4	634	3.0
1679	2039	635	5.0
2475	2076	636	4.0
3756	391	637	4.0
3349	316	638	4.0
2970	1378	639	5.0
1256	1929	640	3.0
3000	1740	641	5.0
3156	712	642	4.0
24	1470	643	5.0
3942	1741	644	4.0
80	1738	645	3.0
2859	1345	646	5.0
1785	1572	647	4.0
3342	1588	648	5.0
3368	1876	649	5.0
1319	1473	650	4.0
2127	1679	651	5.0
3854	135	652	5.0
4225	1657	653	4.0
4122	943	654	4.0
3834	1280	655	5.0
2957	1659	656	4.0
3557	693	657	2.0
940	1014	658	5.0
696	1416	659	4.0
1078	805	660	4.0
3560	659	661	4.0
3883	995	662	5.0
503	652	663	4.0
1330	494	664	5.0
1205	24	665	2.0
1161	1840	666	2.0
1452	869	667	4.0
80	200	668	4.0
1166	630	669	2.0
2740	1018	670	3.0
3644	363	671	4.0
3128	355	672	5.0
1189	1241	673	2.0
615	135	674	4.0
4229	6	675	3.0
374	1857	676	3.0
311	138	677	4.0
1063	2131	678	5.0
2656	959	679	3.0
2958	553	680	5.0
2943	1621	681	5.0
729	1453	682	4.0
1541	123	683	3.0
1129	1206	684	3.0
3414	247	685	5.0
3844	1842	686	4.0
4020	1114	687	5.0
2505	175	688	5.0
2876	34	689	5.0
1129	1667	690	2.0
3768	1373	691	5.0
2934	573	692	5.0
2134	1339	693	3.0
940	1274	694	4.0
271	543	695	4.0
4047	1381	696	5.0
4170	1127	697	5.0
735	142	698	5.0
210	2089	699	3.0
3757	655	700	4.0
4112	819	701	4.0
2412	1897	702	3.0
2854	363	703	3.0
49	1985	704	4.0
3878	1966	705	2.0
3980	1741	706	5.0
109	1550	707	4.0
1268	1802	708	3.0
4169	1784	709	4.0
185	14	710	4.0
1428	1657	711	4.0
2542	1443	712	5.0
1342	1381	713	3.0
1311	140	714	4.0
1964	1815	715	5.0
867	319	716	4.0
2170	1438	717	1.0
3119	1271	718	4.0
2238	1396	719	4.0
1079	996	720	3.0
4236	449	721	4.0
1763	1220	722	5.0
2521	2177	723	5.0
2143	1524	724	3.0
3938	853	725	2.0
1131	4	726	5.0
2536	249	727	4.0
18	1780	728	4.0
3114	1151	729	5.0
890	207	730	5.0
104	1529	731	3.0
4000	658	732	4.0
3947	942	733	4.0
2944	581	734	5.0
3551	1427	735	4.0
3982	1835	736	5.0
2250	1731	737	5.0
978	909	738	2.0
1951	883	739	4.0
3256	2186	740	5.0
1107	2146	741	5.0
711	2056	742	3.0
4224	1206	743	2.0
481	1439	744	3.0
2277	1716	745	4.0
2887	376	746	3.0
3621	1061	747	4.0
2933	1105	748	2.0
1784	148	749	1.0
3150	44	750	1.0
640	1452	751	4.0
4169	1634	752	3.0
2722	307	753	3.0
4110	1373	754	5.0
4184	526	755	3.0
3754	971	756	4.0
3845	1275	757	5.0
3055	886	758	5.0
112	1323	759	5.0
612	299	760	4.0
3826	253	761	5.0
4169	1170	762	4.0
831	1663	763	4.0
3352	1064	764	5.0
365	195	765	5.0
2581	910	766	4.0
2499	673	767	4.0
1540	512	768	3.0
260	467	769	5.0
3414	2001	770	4.0
461	2060	771	4.0
1382	1856	772	5.0
1223	1607	773	3.0
611	1573	774	4.0
1267	1058	775	4.0
532	1959	776	5.0
1100	1157	777	5.0
3754	1762	778	5.0
3152	334	779	4.0
4253	1928	780	4.0
477	1251	781	3.0
2656	1822	782	5.0
3849	1135	783	5.0
931	730	784	5.0
1578	899	785	4.0
2892	685	786	4.0
2534	1744	787	5.0
423	13	788	4.0
2348	614	789	4.0
3761	1537	790	5.0
1275	162	791	5.0
2774	1842	792	5.0
2386	694	793	2.0
1605	1487	794	3.0
72	1868	795	5.0
998	1280	796	5.0
826	1343	797	5.0
869	825	798	3.0
2828	2107	799	3.0
111	1478	800	4.0
794	1877	801	5.0
2659	2068	802	5.0
2861	375	803	4.0
361	1808	804	5.0
2770	1915	805	5.0
735	1050	806	4.0
2085	664	807	4.0
1321	725	808	4.0
2805	145	809	4.0
826	980	810	5.0
1499	145	811	3.0
4073	270	812	4.0
3207	1692	813	3.0
3425	328	814	5.0
3568	170	815	2.0
3341	204	816	4.0
3395	1341	817	3.0
102	799	818	4.0
1549	1876	819	4.0
3864	11	820	2.0
3923	9	821	1.0
4277	264	822	4.0
80	1565	823	5.0
2619	713	824	4.0
3737	187	825	4.0
12	93	826	3.0
2658	18	827	4.0
1063	389	828	5.0
432	1857	829	4.0
2879	1695	830	2.0
2989	784	831	4.0
2177	92	832	1.0
1931	1573	833	4.0
2998	1400	834	5.0
3301	317	835	2.0
2544	1687	836	5.0
3156	1186	837	4.0
1197	482	838	5.0
3067	893	839	3.0
736	1111	840	4.0
591	1508	841	4.0
2130	1439	842	3.0
76	1744	843	5.0
1041	562	844	4.0
304	1071	845	4.0
1254	892	846	5.0
3038	1987	847	2.0
2860	744	848	5.0
3740	1307	849	5.0
861	1366	850	2.0
3164	363	851	4.0
4094	1158	852	4.0
502	886	853	4.0
2065	304	854	5.0
1066	1197	855	5.0
1878	1145	856	1.0
2731	1534	857	2.0
864	2117	858	5.0
3800	248	859	2.0
2365	2171	860	4.0
243	736	861	4.0
575	565	862	3.0
4237	741	863	5.0
2145	1492	864	1.0
836	1590	865	3.0
3340	1522	866	4.0
2245	1166	867	5.0
2555	1080	868	3.0
3447	1185	869	1.0
739	1575	870	4.0
2576	2049	871	3.0
2926	1428	872	2.0
933	1886	873	5.0
1694	862	874	5.0
2813	1991	875	4.0
3673	1548	876	5.0
1877	430	877	4.0
1935	806	878	4.0
1	1349	879	3.0
4229	1820	880	5.0
422	920	881	4.0
3009	1484	882	4.0
266	181	883	4.0
1496	187	884	4.0
4240	1777	885	3.0
1881	302	886	4.0
2764	1332	887	2.0
3415	1417	888	4.0
492	839	889	3.0
2441	1083	890	3.0
3384	207	891	3.0
3579	68	892	5.0
656	1104	893	5.0
1360	1695	894	4.0
2345	632	895	4.0
1011	696	896	3.0
2967	735	897	3.0
3409	2005	898	5.0
3602	1427	899	5.0
1516	110	900	4.0
3845	2150	901	5.0
2188	2083	902	1.0
706	1941	903	2.0
2656	886	904	4.0
2515	1254	905	3.0
2955	1865	906	4.0
4207	2214	907	3.0
1202	903	908	2.0
3668	149	909	2.0
3751	1431	910	5.0
3236	2177	911	5.0
3611	1695	912	5.0
532	762	913	5.0
1687	283	914	3.0
2861	168	915	5.0
2243	1221	916	4.0
2740	816	917	5.0
4176	530	918	3.0
1307	1197	919	4.0
2181	804	920	4.0
4116	897	921	2.0
2276	2206	922	5.0
483	1811	923	4.0
3250	1886	924	2.0
2894	942	925	5.0
1932	83	926	5.0
2235	662	927	4.0
159	1458	928	5.0
2018	1695	929	5.0
3677	1470	930	4.0
287	1567	931	5.0
1411	1657	932	3.0
3075	551	933	1.0
2656	2131	934	4.0
3410	1139	935	4.0
699	323	936	5.0
669	1469	937	4.0
1066	2004	938	5.0
2762	686	939	3.0
1014	748	940	5.0
3685	972	941	5.0
4076	815	942	4.0
2464	1022	943	3.0
2030	299	944	5.0
578	92	945	4.0
2459	1351	946	5.0
867	853	947	5.0
279	1780	948	4.0
4246	2138	949	4.0
1703	692	950	2.0
3323	263	951	3.0
1534	1409	952	1.0
3904	1799	953	2.0
2077	2093	954	4.0
662	1171	955	4.0
1621	1511	956	3.0
648	1419	957	4.0
3028	2055	958	4.0
861	255	959	4.0
411	1253	960	2.0
2329	1237	961	1.0
3013	1938	962	5.0
971	986	963	2.0
208	1811	964	4.0
2994	980	965	4.0
2731	523	966	3.0
1742	423	967	4.0
2403	1599	968	2.0
3061	1877	969	3.0
3969	1014	970	5.0
4169	1216	971	5.0
3132	1200	972	4.0
416	980	973	5.0
864	268	974	5.0
558	1266	975	2.0
1178	1958	976	4.0
3986	1335	977	4.0
1656	1744	978	4.0
453	1073	979	5.0
1994	107	980	5.0
1562	1261	981	5.0
1147	691	982	4.0
1203	762	983	4.0
1413	1073	984	4.0
1323	2056	985	5.0
19	1657	986	3.0
3366	607	987	3.0
691	34	988	4.0
3088	1034	989	5.0
1239	730	990	5.0
470	344	991	4.0
2920	718	992	5.0
2253	373	993	4.0
1392	24	994	5.0
757	1272	995	5.0
2600	934	996	4.0
1571	1218	997	4.0
2905	438	998	3.0
1645	1319	999	4.0
332	1129	1000	3.0
1804	24	1001	5.0
1852	979	1002	5.0
2767	1414	1003	3.0
1635	1537	1004	4.0
4176	793	1005	4.0
3987	1109	1006	4.0
2070	1659	1007	3.0
3461	607	1008	5.0
2897	1595	1009	5.0
1067	963	1010	4.0
3231	1031	1011	4.0
3931	1948	1012	3.0
604	1096	1013	5.0
617	1280	1014	1.0
4140	402	1015	4.0
4071	24	1016	5.0
213	1129	1017	4.0
108	1665	1018	5.0
2619	2146	1019	3.0
1277	1183	1020	4.0
757	817	1021	4.0
3611	1807	1022	3.0
3365	1387	1023	4.0
2757	2004	1024	4.0
1531	696	1025	5.0
1205	2162	1026	5.0
4137	1050	1027	5.0
269	1780	1028	5.0
1150	331	1029	4.0
3635	1525	1030	3.0
3045	983	1031	5.0
3776	1401	1032	5.0
1125	2108	1033	4.0
3811	1711	1034	3.0
1964	971	1035	2.0
1946	1382	1036	5.0
2951	1439	1037	2.0
4032	168	1038	4.0
287	952	1039	4.0
3879	1524	1040	4.0
3038	683	1041	5.0
1933	9	1042	4.0
1965	1230	1043	5.0
301	248	1044	1.0
1789	1595	1045	5.0
2003	1063	1046	4.0
116	389	1047	5.0
2241	1644	1048	3.0
2283	826	1049	4.0
2441	1484	1050	5.0
2664	1111	1051	2.0
481	454	1052	4.0
2643	1191	1053	1.0
2774	1430	1054	5.0
399	140	1055	3.0
773	946	1056	5.0
4049	1416	1057	5.0
2917	1538	1058	4.0
2700	173	1059	5.0
399	546	1060	3.0
4169	2097	1061	3.0
193	1452	1062	5.0
1694	797	1063	3.0
862	1307	1064	4.0
1756	581	1065	4.0
4107	569	1066	4.0
3061	1433	1067	4.0
2245	56	1068	4.0
2106	407	1069	1.0
1619	884	1070	4.0
1183	1546	1071	2.0
521	546	1072	5.0
2342	363	1073	4.0
4141	181	1074	5.0
1539	526	1075	4.0
2867	1449	1076	3.0
3224	1452	1077	4.0
1734	700	1078	4.0
1645	270	1079	5.0
1430	1521	1080	2.0
2638	729	1081	3.0
803	2193	1082	4.0
3447	692	1083	3.0
2389	264	1084	3.0
2704	886	1085	5.0
4135	214	1086	4.0
1333	663	1087	4.0
3772	1277	1088	5.0
3712	373	1089	4.0
1779	2052	1090	4.0
1557	1588	1091	4.0
2810	1172	1092	4.0
2654	407	1093	4.0
2029	922	1094	4.0
3378	1014	1095	5.0
4183	220	1096	4.0
3614	1886	1097	5.0
3196	1863	1098	3.0
138	252	1099	4.0
3003	1382	1100	5.0
365	1373	1101	5.0
4175	1132	1102	4.0
2876	834	1103	4.0
2573	523	1104	1.0
2970	2034	1105	5.0
1998	745	1106	4.0
456	1741	1107	4.0
2990	1832	1108	4.0
781	1013	1109	3.0
2283	2146	1110	4.0
3831	1749	1111	5.0
2008	1419	1112	5.0
3033	280	1113	4.0
2357	1728	1114	3.0
3325	577	1115	4.0
2232	111	1116	2.0
856	129	1117	3.0
2859	460	1118	3.0
1918	1135	1119	5.0
467	77	1120	4.0
481	1572	1121	5.0
1607	1189	1122	3.0
460	254	1123	3.0
338	1372	1124	2.0
4065	100	1125	2.0
3990	1567	1126	5.0
2245	1187	1127	4.0
1001	482	1128	4.0
469	1697	1129	3.0
3959	1588	1130	5.0
2169	1761	1131	2.0
4025	5	1132	5.0
17	1412	1133	4.0
2561	187	1134	4.0
4075	2100	1135	5.0
2853	1245	1136	5.0
691	1239	1137	5.0
2304	1021	1138	4.0
829	2071	1139	2.0
1703	971	1140	5.0
1241	45	1141	3.0
925	1373	1142	5.0
1829	652	1143	2.0
2164	1984	1144	4.0
3317	1016	1145	2.0
592	1408	1146	5.0
3796	240	1147	4.0
2684	1302	1148	5.0
2348	428	1149	5.0
2993	1489	1150	5.0
80	1431	1151	5.0
1715	1089	1152	4.0
1862	1640	1153	4.0
4296	1064	1154	5.0
2661	1430	1155	4.0
1178	1373	1156	3.0
1361	1929	1157	4.0
481	472	1158	4.0
3145	1408	1159	4.0
495	420	1160	2.0
3878	121	1161	4.0
4237	1889	1162	2.0
3547	798	1163	4.0
3438	1730	1164	5.0
2624	1162	1165	5.0
405	1865	1166	2.0
3293	1100	1167	5.0
3178	818	1168	1.0
1250	1626	1169	3.0
1321	1109	1170	2.0
1426	1925	1171	4.0
1721	588	1172	4.0
959	0	1173	4.0
1059	2000	1174	3.0
3764	24	1175	5.0
2989	1306	1176	5.0
1999	548	1177	4.0
3994	1956	1178	5.0
3590	269	1179	5.0
3877	942	1180	4.0
338	533	1181	4.0
2673	1293	1182	4.0
2358	1749	1183	4.0
1939	1158	1184	3.0
2867	988	1185	5.0
1701	428	1186	5.0
3980	569	1187	4.0
2667	1299	1188	1.0
1054	764	1189	4.0
544	1013	1190	4.0
460	1957	1191	5.0
2364	603	1192	5.0
770	375	1193	3.0
1915	1220	1194	3.0
2431	1363	1195	5.0
2823	1553	1196	3.0
4055	1684	1197	4.0
1912	571	1198	5.0
1303	1624	1199	4.0
1201	1469	1200	3.0
2933	389	1201	3.0
1721	981	1202	4.0
2089	284	1203	4.0
566	1659	1204	5.0
1507	1455	1205	2.0
3720	1083	1206	3.0
3201	1037	1207	5.0
2656	844	1208	3.0
335	2103	1209	3.0
22	177	1210	5.0
3795	336	1211	5.0
